GeoFIPS,GeoName,Region,Table,LineCode,IndustryClassification,Description,2014
6001,"Alameda, CA",8,CA30,270,...,    Farm proprietors employment 6/,349
6001,"Alameda, CA",8,CA30,280,...,    Nonfarm proprietors employment,216366
6001,"Alameda, CA",8,CA30,290,...,Average earnings per job (dollars),69646
6001,"Alameda, CA",8,CA30,300,...,  Average wages and salaries,66362
6001,"Alameda, CA",8,CA30,310,...,  Average nonfarm proprietors' income,27655
6003,"Alpine, CA",8,CA30,10,...,Personal income (thousands of dollars),69650
6003,"Alpine, CA",8,CA30,45,...,  Net earnings by place of residence,38675
6003,"Alpine, CA",8,CA30,50,...,  Personal current transfer receipts,13765
6003,"Alpine, CA",8,CA30,60,...,    Income maintenance benefits 1/,1203
6003,"Alpine, CA",8,CA30,70,...,    Unemployment insurance compensation,208
6003,"Alpine, CA",8,CA30,80,...,    Retirement and other,12354
6003,"Alpine, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",17210
6003,"Alpine, CA",8,CA30,100,...,  Population (persons) 3/,1116
6003,"Alpine, CA",8,CA30,110,...,  Per capita personal income 4/,62410
6003,"Alpine, CA",8,CA30,120,...,  Per capita net earnings 4/,34655
6003,"Alpine, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,12334
6003,"Alpine, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,1078
6003,"Alpine, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,186
6003,"Alpine, CA",8,CA30,160,...,    Per capita retirement and other 4/,11070
6003,"Alpine, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",15421
6003,"Alpine, CA",8,CA30,180,...,  Earnings by place of work,56525
6003,"Alpine, CA",8,CA30,190,...,    Wages and salaries,40567
6003,"Alpine, CA",8,CA30,200,...,    Supplements to wages and salaries,10723
6003,"Alpine, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,8413
6003,"Alpine, CA",8,CA30,202,...,      Employer contributions for government social insurance,2310
6003,"Alpine, CA",8,CA30,210,...,    Proprietors' income,5235
6003,"Alpine, CA",8,CA30,220,...,      Farm proprietors' income,0
6003,"Alpine, CA",8,CA30,230,...,      Nonfarm proprietors' income,5235
6003,"Alpine, CA",8,CA30,240,...,Total employment (number of jobs),1321
6003,"Alpine, CA",8,CA30,250,...,  Wage and salary employment,890
6003,"Alpine, CA",8,CA30,260,...,  Proprietors employment,431
6003,"Alpine, CA",8,CA30,270,...,    Farm proprietors employment 6/,0
6003,"Alpine, CA",8,CA30,280,...,    Nonfarm proprietors employment,431
6003,"Alpine, CA",8,CA30,290,...,Average earnings per job (dollars),42790
6003,"Alpine, CA",8,CA30,300,...,  Average wages and salaries,45581
6003,"Alpine, CA",8,CA30,310,...,  Average nonfarm proprietors' income,12146
6005,"Amador, CA",8,CA30,10,...,Personal income (thousands of dollars),1451465
6005,"Amador, CA",8,CA30,45,...,  Net earnings by place of residence,772329
6005,"Amador, CA",8,CA30,50,...,  Personal current transfer receipts,361861
6005,"Amador, CA",8,CA30,60,...,    Income maintenance benefits 1/,19668
6005,"Amador, CA",8,CA30,70,...,    Unemployment insurance compensation,5250
6005,"Amador, CA",8,CA30,80,...,    Retirement and other,336943
6005,"Amador, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",317275
6005,"Amador, CA",8,CA30,100,...,  Population (persons) 3/,36742
6005,"Amador, CA",8,CA30,110,...,  Per capita personal income 4/,39504
6005,"Amador, CA",8,CA30,120,...,  Per capita net earnings 4/,21020
6005,"Amador, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,9849
6005,"Amador, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,535
6005,"Amador, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,143
6005,"Amador, CA",8,CA30,160,...,    Per capita retirement and other 4/,9171
6005,"Amador, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",8635
6005,"Amador, CA",8,CA30,180,...,  Earnings by place of work,801218
6005,"Amador, CA",8,CA30,190,...,    Wages and salaries,503707
6005,"Amador, CA",8,CA30,200,...,    Supplements to wages and salaries,181395
6005,"Amador, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,149513
6005,"Amador, CA",8,CA30,202,...,      Employer contributions for government social insurance,31882
6005,"Amador, CA",8,CA30,210,...,    Proprietors' income,116116
6005,"Amador, CA",8,CA30,220,...,      Farm proprietors' income,13612
6005,"Amador, CA",8,CA30,230,...,      Nonfarm proprietors' income,102504
6005,"Amador, CA",8,CA30,240,...,Total employment (number of jobs),17731
6005,"Amador, CA",8,CA30,250,...,  Wage and salary employment,11974
6005,"Amador, CA",8,CA30,260,...,  Proprietors employment,5757
6005,"Amador, CA",8,CA30,270,...,    Farm proprietors employment 6/,383
6005,"Amador, CA",8,CA30,280,...,    Nonfarm proprietors employment,5374
6005,"Amador, CA",8,CA30,290,...,Average earnings per job (dollars),45187
6005,"Amador, CA",8,CA30,300,...,  Average wages and salaries,42067
6005,"Amador, CA",8,CA30,310,...,  Average nonfarm proprietors' income,19074
6007,"Butte, CA",8,CA30,10,...,Personal income (thousands of dollars),8298110
6007,"Butte, CA",8,CA30,45,...,  Net earnings by place of residence,4512823
6007,"Butte, CA",8,CA30,50,...,  Personal current transfer receipts,2216982
6007,"Butte, CA",8,CA30,60,...,    Income maintenance benefits 1/,244398
6007,"Butte, CA",8,CA30,70,...,    Unemployment insurance compensation,36890
6007,"Butte, CA",8,CA30,80,...,    Retirement and other,1935694
6007,"Butte, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",1568305
6007,"Butte, CA",8,CA30,100,...,  Population (persons) 3/,224241
6007,"Butte, CA",8,CA30,110,...,  Per capita personal income 4/,37005
6007,"Butte, CA",8,CA30,120,...,  Per capita net earnings 4/,20125
6007,"Butte, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,9887
6007,"Butte, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,1090
6007,"Butte, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,165
6007,"Butte, CA",8,CA30,160,...,    Per capita retirement and other 4/,8632
6007,"Butte, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",6994
6007,"Butte, CA",8,CA30,180,...,  Earnings by place of work,4846846
6007,"Butte, CA",8,CA30,190,...,    Wages and salaries,3103978
6007,"Butte, CA",8,CA30,200,...,    Supplements to wages and salaries,948020
6007,"Butte, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,723563
6007,"Butte, CA",8,CA30,202,...,      Employer contributions for government social insurance,224457
6007,"Butte, CA",8,CA30,210,...,    Proprietors' income,794848
6007,"Butte, CA",8,CA30,220,...,      Farm proprietors' income,208285
6007,"Butte, CA",8,CA30,230,...,      Nonfarm proprietors' income,586563
6007,"Butte, CA",8,CA30,240,...,Total employment (number of jobs),109017
6007,"Butte, CA",8,CA30,250,...,  Wage and salary employment,81945
6007,"Butte, CA",8,CA30,260,...,  Proprietors employment,27072
6007,"Butte, CA",8,CA30,270,...,    Farm proprietors employment 6/,1720
6007,"Butte, CA",8,CA30,280,...,    Nonfarm proprietors employment,25352
6007,"Butte, CA",8,CA30,290,...,Average earnings per job (dollars),44460
6007,"Butte, CA",8,CA30,300,...,  Average wages and salaries,37879
6007,"Butte, CA",8,CA30,310,...,  Average nonfarm proprietors' income,23137
6009,"Calaveras, CA",8,CA30,10,...,Personal income (thousands of dollars),1923243
6009,"Calaveras, CA",8,CA30,45,...,  Net earnings by place of residence,999364
6009,"Calaveras, CA",8,CA30,50,...,  Personal current transfer receipts,472167
6009,"Calaveras, CA",8,CA30,60,...,    Income maintenance benefits 1/,31713
6009,"Calaveras, CA",8,CA30,70,...,    Unemployment insurance compensation,7257
6009,"Calaveras, CA",8,CA30,80,...,    Retirement and other,433197
6009,"Calaveras, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",451712
6009,"Calaveras, CA",8,CA30,100,...,  Population (persons) 3/,44624
6009,"Calaveras, CA",8,CA30,110,...,  Per capita personal income 4/,43099
6009,"Calaveras, CA",8,CA30,120,...,  Per capita net earnings 4/,22395
6009,"Calaveras, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,10581
6009,"Calaveras, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,711
6009,"Calaveras, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,163
6009,"Calaveras, CA",8,CA30,160,...,    Per capita retirement and other 4/,9708
6009,"Calaveras, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",10123
6009,"Calaveras, CA",8,CA30,180,...,  Earnings by place of work,595436
6009,"Calaveras, CA",8,CA30,190,...,    Wages and salaries,321520
6009,"Calaveras, CA",8,CA30,200,...,    Supplements to wages and salaries,114931
6009,"Calaveras, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,93038
6009,"Calaveras, CA",8,CA30,202,...,      Employer contributions for government social insurance,21893
6009,"Calaveras, CA",8,CA30,210,...,    Proprietors' income,158985
6009,"Calaveras, CA",8,CA30,220,...,      Farm proprietors' income,6622
6009,"Calaveras, CA",8,CA30,230,...,      Nonfarm proprietors' income,152363
6009,"Calaveras, CA",8,CA30,240,...,Total employment (number of jobs),16814
6009,"Calaveras, CA",8,CA30,250,...,  Wage and salary employment,8844
6009,"Calaveras, CA",8,CA30,260,...,  Proprietors employment,7970
6009,"Calaveras, CA",8,CA30,270,...,    Farm proprietors employment 6/,566
6009,"Calaveras, CA",8,CA30,280,...,    Nonfarm proprietors employment,7404
6009,"Calaveras, CA",8,CA30,290,...,Average earnings per job (dollars),35413
6009,"Calaveras, CA",8,CA30,300,...,  Average wages and salaries,36355
6009,"Calaveras, CA",8,CA30,310,...,  Average nonfarm proprietors' income,20578
6011,"Colusa, CA",8,CA30,10,...,Personal income (thousands of dollars),939008
6011,"Colusa, CA",8,CA30,45,...,  Net earnings by place of residence,634014
6011,"Colusa, CA",8,CA30,50,...,  Personal current transfer receipts,156853
6011,"Colusa, CA",8,CA30,60,...,    Income maintenance benefits 1/,16809
6011,"Colusa, CA",8,CA30,70,...,    Unemployment insurance compensation,11758
6011,"Colusa, CA",8,CA30,80,...,    Retirement and other,128286
6011,"Colusa, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",148141
6011,"Colusa, CA",8,CA30,100,...,  Population (persons) 3/,21419
6011,"Colusa, CA",8,CA30,110,...,  Per capita personal income 4/,43840
6011,"Colusa, CA",8,CA30,120,...,  Per capita net earnings 4/,29601
6011,"Colusa, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,7323
6011,"Colusa, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,785
6011,"Colusa, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,549
6011,"Colusa, CA",8,CA30,160,...,    Per capita retirement and other 4/,5989
6011,"Colusa, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",6916
6011,"Colusa, CA",8,CA30,180,...,  Earnings by place of work,717994
6011,"Colusa, CA",8,CA30,190,...,    Wages and salaries,357989
6011,"Colusa, CA",8,CA30,200,...,    Supplements to wages and salaries,109449
6011,"Colusa, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,84142
6011,"Colusa, CA",8,CA30,202,...,      Employer contributions for government social insurance,25307
6011,"Colusa, CA",8,CA30,210,...,    Proprietors' income,250556
6011,"Colusa, CA",8,CA30,220,...,      Farm proprietors' income,159226
6011,"Colusa, CA",8,CA30,230,...,      Nonfarm proprietors' income,91330
6011,"Colusa, CA",8,CA30,240,...,Total employment (number of jobs),11787
6011,"Colusa, CA",8,CA30,250,...,  Wage and salary employment,9025
6011,"Colusa, CA",8,CA30,260,...,  Proprietors employment,2762
6011,"Colusa, CA",8,CA30,270,...,    Farm proprietors employment 6/,664
6011,"Colusa, CA",8,CA30,280,...,    Nonfarm proprietors employment,2098
6011,"Colusa, CA",8,CA30,290,...,Average earnings per job (dollars),60914
6011,"Colusa, CA",8,CA30,300,...,  Average wages and salaries,39666
6011,"Colusa, CA",8,CA30,310,...,  Average nonfarm proprietors' income,43532
6013,"Contra Costa, CA",8,CA30,10,...,Personal income (thousands of dollars),70849779
6013,"Contra Costa, CA",8,CA30,45,...,  Net earnings by place of residence,48698122
6013,"Contra Costa, CA",8,CA30,50,...,  Personal current transfer receipts,8051761
6013,"Contra Costa, CA",8,CA30,60,...,    Income maintenance benefits 1/,644821
6013,"Contra Costa, CA",8,CA30,70,...,    Unemployment insurance compensation,165375
6013,"Contra Costa, CA",8,CA30,80,...,    Retirement and other,7241565
6013,"Contra Costa, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",14099896
6013,"Contra Costa, CA",8,CA30,100,...,  Population (persons) 3/,1111339
6013,"Contra Costa, CA",8,CA30,110,...,  Per capita personal income 4/,63752
6013,"Contra Costa, CA",8,CA30,120,...,  Per capita net earnings 4/,43819
6013,"Contra Costa, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,7245
6013,"Contra Costa, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,580
6013,"Contra Costa, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,149
6013,"Contra Costa, CA",8,CA30,160,...,    Per capita retirement and other 4/,6516
6013,"Contra Costa, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",12687
6013,"Contra Costa, CA",8,CA30,180,...,  Earnings by place of work,33763511
6013,"Contra Costa, CA",8,CA30,190,...,    Wages and salaries,23197283
6013,"Contra Costa, CA",8,CA30,200,...,    Supplements to wages and salaries,5484376
6013,"Contra Costa, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,3888606
6013,"Contra Costa, CA",8,CA30,202,...,      Employer contributions for government social insurance,1595770
6013,"Contra Costa, CA",8,CA30,210,...,    Proprietors' income,5081852
6013,"Contra Costa, CA",8,CA30,220,...,      Farm proprietors' income,25632
6013,"Contra Costa, CA",8,CA30,230,...,      Nonfarm proprietors' income,5056220
6013,"Contra Costa, CA",8,CA30,240,...,Total employment (number of jobs),517311
6013,"Contra Costa, CA",8,CA30,250,...,  Wage and salary employment,366009
6013,"Contra Costa, CA",8,CA30,260,...,  Proprietors employment,151302
6013,"Contra Costa, CA",8,CA30,270,...,    Farm proprietors employment 6/,507
6013,"Contra Costa, CA",8,CA30,280,...,    Nonfarm proprietors employment,150795
6013,"Contra Costa, CA",8,CA30,290,...,Average earnings per job (dollars),65267
6013,"Contra Costa, CA",8,CA30,300,...,  Average wages and salaries,63379
6013,"Contra Costa, CA",8,CA30,310,...,  Average nonfarm proprietors' income,33530
6015,"Del Norte, CA",8,CA30,10,...,Personal income (thousands of dollars),828255
6015,"Del Norte, CA",8,CA30,45,...,  Net earnings by place of residence,386155
6015,"Del Norte, CA",8,CA30,50,...,  Personal current transfer receipts,295713
6015,"Del Norte, CA",8,CA30,60,...,    Income maintenance benefits 1/,39715
6015,"Del Norte, CA",8,CA30,70,...,    Unemployment insurance compensation,4510
6015,"Del Norte, CA",8,CA30,80,...,    Retirement and other,251488
6015,"Del Norte, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",146387
6015,"Del Norte, CA",8,CA30,100,...,  Population (persons) 3/,27212
6015,"Del Norte, CA",8,CA30,110,...,  Per capita personal income 4/,30437
6015,"Del Norte, CA",8,CA30,120,...,  Per capita net earnings 4/,14191
6015,"Del Norte, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,10867
6015,"Del Norte, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,1459
6015,"Del Norte, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,166
6015,"Del Norte, CA",8,CA30,160,...,    Per capita retirement and other 4/,9242
6015,"Del Norte, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",5380
6015,"Del Norte, CA",8,CA30,180,...,  Earnings by place of work,481664
6015,"Del Norte, CA",8,CA30,190,...,    Wages and salaries,297548
6015,"Del Norte, CA",8,CA30,200,...,    Supplements to wages and salaries,127173
6015,"Del Norte, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,109245
6015,"Del Norte, CA",8,CA30,202,...,      Employer contributions for government social insurance,17928
6015,"Del Norte, CA",8,CA30,210,...,    Proprietors' income,56943
6015,"Del Norte, CA",8,CA30,220,...,      Farm proprietors' income,7055
6015,"Del Norte, CA",8,CA30,230,...,      Nonfarm proprietors' income,49888
6015,"Del Norte, CA",8,CA30,240,...,Total employment (number of jobs),10964
6015,"Del Norte, CA",8,CA30,250,...,  Wage and salary employment,8231
6015,"Del Norte, CA",8,CA30,260,...,  Proprietors employment,2733
6015,"Del Norte, CA",8,CA30,270,...,    Farm proprietors employment 6/,99
6015,"Del Norte, CA",8,CA30,280,...,    Nonfarm proprietors employment,2634
6015,"Del Norte, CA",8,CA30,290,...,Average earnings per job (dollars),43931
6015,"Del Norte, CA",8,CA30,300,...,  Average wages and salaries,36150
6015,"Del Norte, CA",8,CA30,310,...,  Average nonfarm proprietors' income,18940
6017,"El Dorado, CA",8,CA30,10,...,Personal income (thousands of dollars),10429619
6017,"El Dorado, CA",8,CA30,45,...,  Net earnings by place of residence,7117105
6017,"El Dorado, CA",8,CA30,50,...,  Personal current transfer receipts,1457156
6017,"El Dorado, CA",8,CA30,60,...,    Income maintenance benefits 1/,86478
6017,"El Dorado, CA",8,CA30,70,...,    Unemployment insurance compensation,29340
6017,"El Dorado, CA",8,CA30,80,...,    Retirement and other,1341338
6017,"El Dorado, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",1855358
6017,"El Dorado, CA",8,CA30,100,...,  Population (persons) 3/,183087
6017,"El Dorado, CA",8,CA30,110,...,  Per capita personal income 4/,56965
6017,"El Dorado, CA",8,CA30,120,...,  Per capita net earnings 4/,38873
6017,"El Dorado, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,7959
6017,"El Dorado, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,472
6017,"El Dorado, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,160
6017,"El Dorado, CA",8,CA30,160,...,    Per capita retirement and other 4/,7326
6017,"El Dorado, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",10134
6017,"El Dorado, CA",8,CA30,180,...,  Earnings by place of work,4038932
6017,"El Dorado, CA",8,CA30,190,...,    Wages and salaries,2426459
6017,"El Dorado, CA",8,CA30,200,...,    Supplements to wages and salaries,664596
6017,"El Dorado, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,492419
6017,"El Dorado, CA",8,CA30,202,...,      Employer contributions for government social insurance,172177
6017,"El Dorado, CA",8,CA30,210,...,    Proprietors' income,947877
6017,"El Dorado, CA",8,CA30,220,...,      Farm proprietors' income,-869
6017,"El Dorado, CA",8,CA30,230,...,      Nonfarm proprietors' income,948746
6017,"El Dorado, CA",8,CA30,240,...,Total employment (number of jobs),94477
6017,"El Dorado, CA",8,CA30,250,...,  Wage and salary employment,53825
6017,"El Dorado, CA",8,CA30,260,...,  Proprietors employment,40652
6017,"El Dorado, CA",8,CA30,270,...,    Farm proprietors employment 6/,1142
6017,"El Dorado, CA",8,CA30,280,...,    Nonfarm proprietors employment,39510
6017,"El Dorado, CA",8,CA30,290,...,Average earnings per job (dollars),42750
6017,"El Dorado, CA",8,CA30,300,...,  Average wages and salaries,45081
6017,"El Dorado, CA",8,CA30,310,...,  Average nonfarm proprietors' income,24013
6019,"Fresno, CA",8,CA30,10,...,Personal income (thousands of dollars),34567706
6019,"Fresno, CA",8,CA30,45,...,  Net earnings by place of residence,20858870
6019,"Fresno, CA",8,CA30,50,...,  Personal current transfer receipts,8271334
6019,"Fresno, CA",8,CA30,60,...,    Income maintenance benefits 1/,1390380
6019,"Fresno, CA",8,CA30,70,...,    Unemployment insurance compensation,231229
6019,"Fresno, CA",8,CA30,80,...,    Retirement and other,6649725
6019,"Fresno, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",5437502
6019,"Fresno, CA",8,CA30,100,...,  Population (persons) 3/,965974
6019,"Fresno, CA",8,CA30,110,...,  Per capita personal income 4/,35785
6019,"Fresno, CA",8,CA30,120,...,  Per capita net earnings 4/,21594
6019,"Fresno, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,8563
6019,"Fresno, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,1439
6019,"Fresno, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,239
6019,"Fresno, CA",8,CA30,160,...,    Per capita retirement and other 4/,6884
6019,"Fresno, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",5629
6019,"Fresno, CA",8,CA30,180,...,  Earnings by place of work,23409531
6019,"Fresno, CA",8,CA30,190,...,    Wages and salaries,15197761
6019,"Fresno, CA",8,CA30,200,...,    Supplements to wages and salaries,4574261
6019,"Fresno, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,3454954
6019,"Fresno, CA",8,CA30,202,...,      Employer contributions for government social insurance,1119307
6019,"Fresno, CA",8,CA30,210,...,    Proprietors' income,3637509
6019,"Fresno, CA",8,CA30,220,...,      Farm proprietors' income,1031924
6019,"Fresno, CA",8,CA30,230,...,      Nonfarm proprietors' income,2605585
6019,"Fresno, CA",8,CA30,240,...,Total employment (number of jobs),468804
6019,"Fresno, CA",8,CA30,250,...,  Wage and salary employment,375077
6019,"Fresno, CA",8,CA30,260,...,  Proprietors employment,93727
6019,"Fresno, CA",8,CA30,270,...,    Farm proprietors employment 6/,4619
6019,"Fresno, CA",8,CA30,280,...,    Nonfarm proprietors employment,89108
6019,"Fresno, CA",8,CA30,290,...,Average earnings per job (dollars),49935
6019,"Fresno, CA",8,CA30,300,...,  Average wages and salaries,40519
6019,"Fresno, CA",8,CA30,310,...,  Average nonfarm proprietors' income,29241
6021,"Glenn, CA",8,CA30,10,...,Personal income (thousands of dollars),1070048
6021,"Glenn, CA",8,CA30,45,...,  Net earnings by place of residence,643058
6021,"Glenn, CA",8,CA30,50,...,  Personal current transfer receipts,247446
6021,"Glenn, CA",8,CA30,60,...,    Income maintenance benefits 1/,29277
6021,"Glenn, CA",8,CA30,70,...,    Unemployment insurance compensation,6452
6021,"Glenn, CA",8,CA30,80,...,    Retirement and other,211717
6021,"Glenn, CA",8,CA30,90,...,"  Dividends, interest, and rent 2/",179544
6021,"Glenn, CA",8,CA30,100,...,  Population (persons) 3/,27955
6021,"Glenn, CA",8,CA30,110,...,  Per capita personal income 4/,38278
6021,"Glenn, CA",8,CA30,120,...,  Per capita net earnings 4/,23003
6021,"Glenn, CA",8,CA30,130,...,  Per capita personal current transfer receipts 4/,8852
6021,"Glenn, CA",8,CA30,140,...,    Per capita income maintenance benefits 4/,1047
6021,"Glenn, CA",8,CA30,150,...,    Per capita unemployment insurance compensation 4/,231
6021,"Glenn, CA",8,CA30,160,...,    Per capita retirement and other 4/,7573
6021,"Glenn, CA",8,CA30,170,...,"  Per capita dividends, interest, and rent 4/",6423
6021,"Glenn, CA",8,CA30,180,...,  Earnings by place of work,669056
6021,"Glenn, CA",8,CA30,190,...,    Wages and salaries,319490
6021,"Glenn, CA",8,CA30,200,...,    Supplements to wages and salaries,105120
6021,"Glenn, CA",8,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,82165
6021,"Glenn, CA",8,CA30,202,...,      Employer contributions for government social insurance,22955
6021,"Glenn, CA",8,CA30,210,...,    Proprietors' income,244446
6021,"Glenn, CA",8,CA30,220,...,      Farm proprietors' income,173008
6021,"Glenn, CA",8,CA30,230,...,      Nonfarm proprietors' income,71438
